State FIPS Code,County FIPS Code,Postal Code,Name,Median Household Income,
26,057,MI,Gratiot County,"60,251",
26,059,MI,Hillsdale County,"58,676",
26,061,MI,Houghton County,"56,074",
26,063,MI,Huron County,"59,319",
26,065,MI,Ingham County,"63,483",
26,067,MI,Ionia County,"70,177",
26,069,MI,Iosco County,"52,734",
26,071,MI,Iron County,"49,137",
26,073,MI,Isabella County,"53,213",
26,075,MI,Jackson County,"64,070",
26,077,MI,Kalamazoo County,"67,671",
26,079,MI,Kalkaska County,"60,410",
26,081,MI,Kent County,"79,715",
26,083,MI,Keweenaw County,"54,912",
26,085,MI,Lake County,"50,660",
26,087,MI,Lapeer County,"71,515",
26,089,MI,Leelanau County,"91,727",
26,091,MI,Lenawee County,"65,707",
26,093,MI,Livingston County,"103,737",
26,095,MI,Luce County,"51,664",
26,097,MI,Mackinac County,"51,353",
26,099,MI,Macomb County,"73,929",
26,101,MI,Manistee County,"57,434",
26,103,MI,Marquette County,"62,319",
26,105,MI,Mason County,"59,543",
26,107,MI,Mecosta County,"59,260",
26,109,MI,Menominee County,"55,853",
26,111,MI,Midland County,"73,722",
26,113,MI,Missaukee County,"66,397",
26,115,MI,Monroe County,"73,617",
26,117,MI,Montcalm County,"64,912",
26,119,MI,Montmorency County,"47,374",
26,121,MI,Muskegon County,"61,223",
26,123,MI,Newaygo County,"61,951",
26,125,MI,Oakland County,"92,230",
26,127,MI,Oceana County,"61,907",
26,129,MI,Ogemaw County,"51,390",
26,131,MI,Ontonagon County,"51,306",
26,133,MI,Osceola County,"55,388",
26,135,MI,Oscoda County,"49,622",
26,137,MI,Otsego County,"69,029",
26,139,MI,Ottawa County,"81,772",
26,141,MI,Presque Isle County,"54,675",
26,143,MI,Roscommon County,"54,305",
26,145,MI,Saginaw County,"59,188",
26,147,MI,St. Clair County,"68,831",
26,149,MI,St. Joseph County,"65,540",
26,151,MI,Sanilac County,"57,382",
26,153,MI,Schoolcraft County,"56,019",
26,155,MI,Shiawassee County,"63,988",
26,157,MI,Tuscola County,"64,273",
26,159,MI,Van Buren County,"66,174",
26,161,MI,Washtenaw County,"84,704",
26,163,MI,Wayne County,"57,418",
26,165,MI,Wexford County,"59,697",
27,000,MN,Minnesota,"85,070",
27,001,MN,Aitkin County,"59,844",
27,003,MN,Anoka County,"96,661",
27,005,MN,Becker County,"71,719",
27,007,MN,Beltrami County,"65,855",
27,009,MN,Benton County,"74,677",
27,011,MN,Big Stone County,"62,245",
27,013,MN,Blue Earth County,"67,236",
27,015,MN,Brown County,"71,884",
27,017,MN,Carlton County,"75,512",
27,019,MN,Carver County,"129,437",
27,021,MN,Cass County,"61,490",
27,023,MN,Chippewa County,"75,774",
27,025,MN,Chisago County,"91,338",
27,027,MN,Clay County,"72,172",
27,029,MN,Clearwater County,"62,435",
27,031,MN,Cook County,"62,435",
27,033,MN,Cottonwood County,"63,898",
27,035,MN,Crow Wing County,"74,540",
27,037,MN,Dakota County,"100,012",
27,039,MN,Dodge County,"87,661",
27,041,MN,Douglas County,"76,508",
27,043,MN,Faribault County,"65,264",
27,045,MN,Fillmore County,"69,157",
27,047,MN,Freeborn County,"66,215",
27,049,MN,Goodhue County,"83,979",
27,051,MN,Grant County,"72,935",
27,053,MN,Hennepin County,"93,642",
27,055,MN,Houston County,"77,043",
27,057,MN,Hubbard County,"72,166",
27,059,MN,Isanti County,"85,799",
27,061,MN,Itasca County,"65,386",
27,063,MN,Jackson County,"72,413",
27,065,MN,Kanabec County,"70,384",
27,067,MN,Kandiyohi County,"69,160",
27,069,MN,Kittson County,"72,224",
27,071,MN,Koochiching County,"64,009",
27,073,MN,Lac qui Parle County,"67,947",
27,075,MN,Lake County,"71,573",
27,077,MN,Lake of the Woods County,"65,778",
27,079,MN,Le Sueur County,"78,885",
27,081,MN,Lincoln County,"65,021",
27,083,MN,Lyon County,"69,161",
27,085,MN,McLeod County,"75,691",
27,087,MN,Mahnomen County,"54,177",
27,089,MN,Marshall County,"69,843",
27,091,MN,Martin County,"59,843",
27,093,MN,Meeker County,"75,351",
27,095,MN,Mille Lacs County,"70,512",
27,097,MN,Morrison County,"68,639",
27,099,MN,Mower County,"66,578",
27,101,MN,Murray County,"74,801",
27,103,MN,Nicollet County,"74,482",
27,105,MN,Nobles County,"63,576",
27,107,MN,Norman County,"62,716",
27,109,MN,Olmsted County,"89,431",
27,111,MN,Otter Tail County,"69,107",
27,113,MN,Pennington County,"73,104",
27,115,MN,Pine County,"69,619",
27,117,MN,Pipestone County,"69,117",
27,119,MN,Polk County,"68,136",
27,121,MN,Pope County,"64,480",
27,123,MN,Ramsey County,"77,764",
27,125,MN,Red Lake County,"70,019",
27,127,MN,Redwood County,"71,012",
27,129,MN,Renville County,"70,098",
27,131,MN,Rice County,"81,824",
27,133,MN,Rock County,"71,923",
27,135,MN,Roseau County,"74,057",
27,137,MN,St. Louis County,"67,311",
27,139,MN,Scott County,"111,370",
27,141,MN,Sherburne County,"101,487",
27,143,MN,Sibley County,"76,019",
27,145,MN,Stearns County,"75,116",
27,147,MN,Steele County,"78,500",
27,149,MN,Stevens County,"74,512",
27,151,MN,Swift County,"69,245",
27,153,MN,Todd County,"60,951",
27,155,MN,Traverse County,"67,634",
27,157,MN,Wabasha County,"81,349",
27,159,MN,Wadena County,"55,449",
27,161,MN,Waseca County,"70,833",
27,163,MN,Washington County,"111,118",
27,165,MN,Watonwan County,"64,868",
27,167,MN,Wilkin County,"75,073",
27,169,MN,Winona County,"71,907",
27,171,MN,Wright County,"104,303",
27,173,MN,Yellow Medicine County,"69,009",
28,000,MS,Mississippi,"54,386",
28,001,MS,Adams County,"44,385",
28,003,MS,Alcorn County,"48,556",
28,005,MS,Amite County,"46,108",
28,007,MS,Attala County,"52,128",
28,009,MS,Benton County,"47,969",
28,011,MS,Bolivar County,"39,920",
28,013,MS,Calhoun County,"46,966",
28,015,MS,Carroll County,"55,290",
28,017,MS,Chickasaw County,"44,599",
28,019,MS,Choctaw County,"50,545",
28,021,MS,Claiborne County,"28,579",
28,023,MS,Clarke County,"47,811",
28,025,MS,Clay County,"52,673",
28,027,MS,Coahoma County,"35,552",
28,029,MS,Copiah County,"47,870",
28,031,MS,Covington County,"48,382",
28,033,MS,DeSoto County,"81,956",
28,035,MS,Forrest County,"51,328",
28,037,MS,Franklin County,"48,075",
28,039,MS,George County,"63,349",
28,041,MS,Greene County,"54,057",
28,043,MS,Grenada County,"49,210",
28,045,MS,Hancock County,"61,126",
28,047,MS,Harrison County,"56,692",
28,049,MS,Hinds County,"50,965",
28,051,MS,Holmes County,"30,542",
28,053,MS,Humphreys County,"31,538",
28,055,MS,Issaquena County,"36,986",
28,057,MS,Itawamba County,"56,977",
28,059,MS,Jackson County,"66,751",
28,061,MS,Jasper County,"46,577",
28,063,MS,Jefferson County,"37,617",
28,065,MS,Jefferson Davis County,"39,794",
28,067,MS,Jones County,"50,310",
28,069,MS,Kemper County,"42,461",
28,071,MS,Lafayette County,"72,838",
28,073,MS,Lamar County,"63,079",
28,075,MS,Lauderdale County,"51,437",
28,077,MS,Lawrence County,"49,431",
28,079,MS,Leake County,"47,849",
28,081,MS,Lee County,"64,744",
28,083,MS,Leflore County,"33,945",
28,085,MS,Lincoln County,"52,040",
28,087,MS,Lowndes County,"53,883",
28,089,MS,Madison County,"82,057",
28,091,MS,Marion County,"47,020",
28,093,MS,Marshall County,"52,334",
28,095,MS,Monroe County,"50,639",
28,097,MS,Montgomery County,"46,424",
28,099,MS,Neshoba County,"49,446",
28,101,MS,Newton County,"49,338",
28,103,MS,Noxubee County,"37,567",
28,105,MS,Oktibbeha County,"47,584",
28,107,MS,Panola County,"46,097",
28,109,MS,Pearl River County,"54,266",
28,111,MS,Perry County,"46,201",
28,113,MS,Pike County,"41,815",
28,115,MS,Pontotoc County,"51,490",
28,117,MS,Prentiss County,"50,292",
28,119,MS,Quitman County,"35,150",
28,121,MS,Rankin County,"70,794",
28,123,MS,Scott County,"48,112",
28,125,MS,Sharkey County,"37,098",
28,127,MS,Simpson County,"53,352",
28,129,MS,Smith County,"53,814",
28,131,MS,Stone County,"56,686",
28,133,MS,Sunflower County,"43,980",
28,135,MS,Tallahatchie County,"42,319",
28,137,MS,Tate County,"62,784",
28,139,MS,Tippah County,"53,452",
28,141,MS,Tishomingo County,"47,264",
28,143,MS,Tunica County,"39,659",
28,145,MS,Union County,"55,304",
28,147,MS,Walthall County,"48,909",
28,149,MS,Warren County,"55,783",
28,151,MS,Washington County,"39,081",
28,153,MS,Wayne County,"45,573",
28,155,MS,Webster County,"54,929",
28,157,MS,Wilkinson County,"36,240",
28,159,MS,Winston County,"48,990",
28,161,MS,Yalobusha County,"50,790",
28,163,MS,Yazoo County,"42,434",
29,000,MO,Missouri,"68,484",
29,001,MO,Adair County,"56,954",
29,003,MO,Andrew County,"75,926",
29,005,MO,Atchison County,"56,797",
29,007,MO,Audrain County,"55,957",
29,009,MO,Barry County,"53,303",
29,011,MO,Barton County,"50,185",
29,013,MO,Bates County,"56,178",
29,015,MO,Benton County,"50,946",
29,017,MO,Bollinger County,"53,134",
29,019,MO,Boone County,"70,153",
29,021,MO,Buchanan County,"60,575",
29,023,MO,Butler County,"48,059",
29,025,MO,Caldwell County,"62,916",
29,027,MO,Callaway County,"64,214",
29,029,MO,Camden County,"63,903",
29,031,MO,Cape Girardeau County,"67,445",
29,033,MO,Carroll County,"56,690",
29,035,MO,Carter County,"43,801",
29,037,MO,Cass County,"85,283",
29,039,MO,Cedar County,"48,789",
29,041,MO,Chariton County,"56,070",
29,043,MO,Christian County,"79,714",
29,045,MO,Clark County,"56,191",
29,047,MO,Clay County,"84,816",
29,049,MO,Clinton County,"76,875",
29,051,MO,Cole County,"74,002",
29,053,MO,Cooper County,"70,769",
29,055,MO,Crawford County,"55,253",
29,057,MO,Dade County,"53,959",
29,059,MO,Dallas County,"63,112",
29,061,MO,Daviess County,"59,385",
29,063,MO,DeKalb County,"63,946",
29,065,MO,Dent County,"49,324",
29,067,MO,Douglas County,"43,336",
29,069,MO,Dunklin County,"45,570",
29,071,MO,Franklin County,"70,389",
29,073,MO,Gasconade County,"62,203",
29,075,MO,Gentry County,"54,610",
29,077,MO,Greene County,"59,740",
29,079,MO,Grundy County,"48,491",
29,081,MO,Harrison County,"50,489",
29,083,MO,Henry County,"55,216",
29,085,MO,Hickory County,"48,213",
29,087,MO,Holt County,"61,260",
29,089,MO,Howard County,"57,674",
29,091,MO,Howell County,"48,727",
29,093,MO,Iron County,"48,241",
29,095,MO,Jackson County,"66,102",
29,097,MO,Jasper County,"55,152",
29,099,MO,Jefferson County,"81,517",
29,101,MO,Johnson County,"68,326",
29,103,MO,Knox County,"50,083",
29,105,MO,Laclede County,"52,211",
29,107,MO,Lafayette County,"67,178",
29,109,MO,Lawrence County,"58,128",
29,111,MO,Lewis County,"57,912",
29,113,MO,Lincoln County,"79,954",
29,115,MO,Linn County,"53,836",
29,117,MO,Livingston County,"59,389",
29,119,MO,McDonald County,"54,452",
29,121,MO,Macon County,"58,887",
29,123,MO,Madison County,"52,339",
29,125,MO,Maries County,"58,983",
29,127,MO,Marion County,"60,780",
29,129,MO,Mercer County,"55,282",
29,131,MO,Miller County,"55,031",
29,133,MO,Mississippi County,"48,342",
29,135,MO,Moniteau County,"63,971",
29,137,MO,Monroe County,"54,624",
29,139,MO,Montgomery County,"57,686",
29,141,MO,Morgan County,"52,072",
29,143,MO,New Madrid County,"53,843",
29,145,MO,Newton County,"63,292",
29,147,MO,Nodaway County,"55,749",
29,149,MO,Oregon County,"41,462",
29,151,MO,Osage County,"73,660",
29,153,MO,Ozark County,"45,234",
29,155,MO,Pemiscot County,"42,080",
29,157,MO,Perry County,"64,302",
29,159,MO,Pettis County,"55,021",
29,161,MO,Phelps County,"53,151",
29,163,MO,Pike County,"59,147",
29,165,MO,Platte County,"96,353",
29,167,MO,Polk County,"56,628",
29,169,MO,Pulaski County,"71,856",
29,171,MO,Putnam County,"51,967",
29,173,MO,Ralls County,"68,550",
29,175,MO,Randolph County,"59,692",
29,177,MO,Ray County,"70,993",
29,179,MO,Reynolds County,"43,674",
29,181,MO,Ripley County,"43,485",
29,183,MO,St. Charles County,"98,765",
29,185,MO,St. Clair County,"50,578",
29,186,MO,Ste. Genevieve County,"71,557",
29,187,MO,St. Francois County,"55,578",
29,189,MO,St. Louis County,"81,631",
29,195,MO,Saline County,"53,943",
29,197,MO,Schuyler County,"52,078",
29,199,MO,Scotland County,"57,063",
29,201,MO,Scott County,"60,088",
29,203,MO,Shannon County,"44,439",
29,205,MO,Shelby County,"56,121",
29,207,MO,Stoddard County,"51,741",
29,209,MO,Stone County,"62,394",
29,211,MO,Sullivan County,"51,492",
29,213,MO,Taney County,"54,514",
29,215,MO,Texas County,"47,273",
29,217,MO,Vernon County,"53,602",
29,219,MO,Warren County,"77,075",
29,221,MO,Washington County,"49,510",
29,223,MO,Wayne County,"41,315",
29,225,MO,Webster County,"69,841",
29,227,MO,Worth County,"50,765",
29,229,MO,Wright County,"47,612",
29,510,MO,St. Louis city,"55,231",
30,000,MT,Montana,"70,939",
30,001,MT,Beaverhead County,"63,084",
30,003,MT,Big Horn County,"51,259",
30,005,MT,Blaine County,"56,865",
30,007,MT,Broadwater County,"72,933",
30,009,MT,Carbon County,"72,463",
30,011,MT,Carter County,"55,704",
30,013,MT,Cascade County,"65,018",
30,015,MT,Chouteau County,"61,903",
30,017,MT,Custer County,"58,850",
30,019,MT,Daniels County,"56,695",
30,021,MT,Dawson County,"60,663",
30,023,MT,Deer Lodge County,"56,648",
30,025,MT,Fallon County,"66,776",
30,027,MT,Fergus County,"63,717",
30,029,MT,Flathead County,"74,150",
30,031,MT,Gallatin County,"90,942",
30,033,MT,Garfield County,"53,069",
30,035,MT,Glacier County,"51,416",
30,037,MT,Golden Valley County,"47,927",
30,039,MT,Granite County,"65,695",
30,041,MT,Hill County,"51,435",
30,043,MT,Jefferson County,"85,163",
30,045,MT,Judith Basin County,"57,166",
30,047,MT,Lake County,"60,882",
30,049,MT,Lewis and Clark County,"76,816",
30,051,MT,Liberty County,"60,846",
30,053,MT,Lincoln County,"51,941",
30,055,MT,McCone County,"56,696",
30,057,MT,Madison County,"73,316",
30,059,MT,Meagher County,"55,193",
30,061,MT,Mineral County,"58,832",
30,063,MT,Missoula County,"72,882",
30,065,MT,Musselshell County,"55,991",
30,067,MT,Park County,"63,958",
30,069,MT,Petroleum County,"50,164",
30,071,MT,Phillips County,"53,212",
30,073,MT,Pondera County,"47,659",
30,075,MT,Powder River County,"56,746",
30,077,MT,Powell County,"61,354",
30,079,MT,Prairie County,"52,555",
30,081,MT,Ravalli County,"70,624",
30,083,MT,Richland County,"74,540",
30,085,MT,Roosevelt County,"51,596",
30,087,MT,Rosebud County,"60,218",
30,089,MT,Sanders County,"54,599",
30,091,MT,Sheridan County,"58,094",
30,093,MT,Silver Bow County,"58,406",
30,095,MT,Stillwater County,"81,392",
30,097,MT,Sweet Grass County,"70,052",
30,099,MT,Teton County,"71,393",
30,101,MT,Toole County,"52,399",
30,103,MT,Treasure County,"61,560",
30,105,MT,Valley County,"63,507",
30,107,MT,Wheatland County,"47,545",
30,109,MT,Wibaux County,"56,108",
30,111,MT,Yellowstone County,"70,221",
31,000,NE,Nebraska,"74,727",
31,001,NE,Adams County,"66,695",
31,003,NE,Antelope County,"65,907",
31,005,NE,Arthur County,"54,974",
31,007,NE,Banner County,"67,307",
31,009,NE,Blaine County,"52,512",
31,011,NE,Boone County,"66,345",
31,013,NE,Box Butte County,"66,613",
31,015,NE,Boyd County,"49,077",
31,017,NE,Brown County,"58,896",
31,019,NE,Buffalo County,"76,686",
31,021,NE,Burt County,"67,113",
31,023,NE,Butler County,"74,710",
31,025,NE,Cass County,"83,291",
31,027,NE,Cedar County,"69,895",
31,029,NE,Chase County,"67,334",
31,031,NE,Cherry County,"55,132",
31,033,NE,Cheyenne County,"60,177",
31,035,NE,Clay County,"67,568",
31,037,NE,Colfax County,"70,792",
31,039,NE,Cuming County,"65,814",
31,041,NE,Custer County,"65,151",
31,043,NE,Dakota County,"70,126",
31,045,NE,Dawes County,"54,925",
31,047,NE,Dawson County,"67,619",
31,049,NE,Deuel County,"58,676",
31,051,NE,Dixon County,"67,521",
31,053,NE,Dodge County,"66,833",
31,055,NE,Douglas County,"77,747",
31,057,NE,Dundy County,"55,818",
31,059,NE,Fillmore County,"69,021",
31,061,NE,Franklin County,"58,346",
31,063,NE,Frontier County,"62,676",
31,065,NE,Furnas County,"59,530",
31,067,NE,Gage County,"66,947",
31,069,NE,Garden County,"44,135",
31,071,NE,Garfield County,"51,135",
31,073,NE,Gosper County,"73,056",
31,075,NE,Grant County,"63,607",
31,077,NE,Greeley County,"60,686",
31,079,NE,Hall County,"69,725",
31,081,NE,Hamilton County,"84,805",
31,083,NE,Harlan County,"63,159",
31,085,NE,Hayes County,"59,966",
31,087,NE,Hitchcock County,"55,551",
31,089,NE,Holt County,"65,815",
31,091,NE,Hooker County,"53,010",
31,093,NE,Howard County,"68,795",
31,095,NE,Jefferson County,"63,707",
31,097,NE,Johnson County,"64,134",
31,099,NE,Kearney County,"77,458",
31,101,NE,Keith County,"57,160",
31,103,NE,Keya Paha County,"52,077",
31,105,NE,Kimball County,"59,686",
31,107,NE,Knox County,"60,057",
31,109,NE,Lancaster County,"71,171",
31,111,NE,Lincoln County,"63,632",
31,113,NE,Logan County,"66,333",
31,115,NE,Loup County,"61,608",
31,117,NE,McPherson County,"55,174",
31,119,NE,Madison County,"68,218",
31,121,NE,Merrick County,"72,297",
31,123,NE,Morrill County,"62,245",
31,125,NE,Nance County,"61,228",
31,127,NE,Nemaha County,"65,868",
31,129,NE,Nuckolls County,"58,951",
31,131,NE,Otoe County,"76,448",
31,133,NE,Pawnee County,"55,574",
31,135,NE,Perkins County,"71,521",
31,137,NE,Phelps County,"70,550",
31,139,NE,Pierce County,"78,454",
31,141,NE,Platte County,"76,785",
31,143,NE,Polk County,"79,938",
31,145,NE,Red Willow County,"60,614",
31,147,NE,Richardson County,"60,839",
31,149,NE,Rock County,"56,969",
31,151,NE,Saline County,"76,586",
31,153,NE,Sarpy County,"101,902",
31,155,NE,Saunders County,"85,732",
31,157,NE,Scotts Bluff County,"57,571",
31,159,NE,Seward County,"81,819",
31,161,NE,Sheridan County,"59,842",
31,163,NE,Sherman County,"57,592",
31,165,NE,Sioux County,"61,344",
31,167,NE,Stanton County,"78,112",
31,169,NE,Thayer County,"63,574",
31,171,NE,Thomas County,"56,844",
31,173,NE,Thurston County,"57,810",
31,175,NE,Valley County,"56,604",
31,177,NE,Washington County,"88,234",
31,179,NE,Wayne County,"68,309",
31,181,NE,Webster County,"57,002",
31,183,NE,Wheeler County,"56,377",
31,185,NE,York County,"73,671",
32,000,NV,Nevada,"76,332",
32,001,NV,Churchill County,"72,065",
32,003,NV,Clark County,"75,103",
32,005,NV,Douglas County,"82,025",
32,007,NV,Elko County,"85,829",
32,009,NV,Esmeralda County,"59,057",
32,011,NV,Eureka County,"81,661",
32,013,NV,Humboldt County,"81,500",
32,015,NV,Lander County,"87,398",
32,017,NV,Lincoln County,"67,577",
32,019,NV,Lyon County,"75,195",
32,021,NV,Mineral County,"58,039",
32,023,NV,Nye County,"63,071",
32,027,NV,Pershing County,"66,928",
32,029,NV,Storey County,"88,684",
32,031,NV,Washoe County,"84,282",
32,033,NV,White Pine County,"70,635",
32,510,NV,Carson City,"72,823",
33,000,NH,New Hampshire,"97,031",
33,001,NH,Belknap County,"91,333",
33,003,NH,Carroll County,"77,303",
33,005,NH,Cheshire County,"84,008",
33,007,NH,Coos County,"59,592",
33,009,NH,Grafton County,"81,537",
33,011,NH,Hillsborough County,"103,181",
33,013,NH,Merrimack County,"91,357",
33,015,NH,Rockingham County,"109,660",
33,017,NH,Strafford County,"84,762",
33,019,NH,Sullivan County,"74,730",
34,000,NJ,New Jersey,"99,716",
34,001,NJ,Atlantic County,"75,904",
34,003,NJ,Bergen County,"116,157",
34,005,NJ,Burlington County,"102,384",
34,007,NJ,Camden County,"82,678",
34,009,NJ,Cape May County,"81,007",
34,011,NJ,Cumberland County,"64,240",
34,013,NJ,Essex County,"80,005",
34,015,NJ,Gloucester County,"96,965",
34,017,NJ,Hudson County,"88,469",
34,019,NJ,Hunterdon County,"136,407",
34,021,NJ,Mercer County,"95,502",
34,023,NJ,Middlesex County,"104,637",
34,025,NJ,Monmouth County,"117,752",
34,027,NJ,Morris County,"134,308",
34,029,NJ,Ocean County,"85,239",
34,031,NJ,Passaic County,"81,823",
34,033,NJ,Salem County,"84,008",
34,035,NJ,Somerset County,"140,242",
34,037,NJ,Sussex County,"109,884",
34,039,NJ,Union County,"100,031",
34,041,NJ,Warren County,"98,857",
35,000,NM,New Mexico,"62,286",
35,001,NM,Bernalillo County,"68,286",
35,003,NM,Catron County,"45,802",
35,005,NM,Chaves County,"51,179",
35,006,NM,Cibola County,"47,530",
35,007,NM,Colfax County,"54,255",
35,009,NM,Curry County,"53,858",
35,011,NM,DeBaca County,"48,234",
35,013,NM,Dona Ana County,"56,233",
35,015,NM,Eddy County,"66,485",
35,017,NM,Grant County,"48,454",
35,019,NM,Guadalupe County,"43,463",
35,021,NM,Harding County,"47,606",
35,023,NM,Hidalgo County,"45,343",
35,025,NM,Lea County,"60,820",
35,027,NM,Lincoln County,"59,386",
35,028,NM,Los Alamos County,"146,208",
35,029,NM,Luna County,"38,641",
35,031,NM,McKinley County,"41,427",
35,033,NM,Mora County,"45,685",
35,035,NM,Otero County,"51,298",
35,037,NM,Quay County,"43,312",
35,039,NM,Rio Arriba County,"51,703",
35,041,NM,Roosevelt County,"51,111",
35,043,NM,Sandoval County,"81,557",
35,045,NM,San Juan County,"57,296",
35,047,NM,San Miguel County,"46,318",
35,049,NM,Santa Fe County,"78,366",
35,051,NM,Sierra County,"40,498",
35,053,NM,Socorro County,"46,070",
35,055,NM,Taos County,"53,935",
35,057,NM,Torrance County,"44,780",
35,059,NM,Union County,"45,458",
35,061,NM,Valencia County,"56,785",
36,000,NY,New York,"82,052",
36,001,NY,Albany County,"81,193",
36,003,NY,Allegany County,"57,488",
36,005,NY,Bronx County,"46,894",
36,007,NY,Broome County,"63,590",
36,009,NY,Cattaraugus County,"55,944",
36,011,NY,Cayuga County,"66,431",
36,013,NY,Chautauqua County,"56,040",
36,015,NY,Chemung County,"60,456",
36,017,NY,Chenango County,"57,407",
36,019,NY,Clinton County,"64,282",
36,021,NY,Columbia County,"73,112",
36,023,NY,Cortland County,"63,890",
36,025,NY,Delaware County,"56,163",
36,027,NY,Dutchess County,"96,374",
36,029,NY,Erie County,"70,443",
36,031,NY,Essex County,"70,902",
36,033,NY,Franklin County,"63,624",
36,035,NY,Fulton County,"63,409",
36,037,NY,Genesee County,"71,749",
36,039,NY,Greene County,"70,789",
36,041,NY,Hamilton County,"68,529",
36,043,NY,Herkimer County,"63,771",
36,045,NY,Jefferson County,"61,664",
36,047,NY,Kings County,"76,353",
36,049,NY,Lewis County,"64,941",
36,051,NY,Livingston County,"70,185",
36,053,NY,Madison County,"73,680",
36,055,NY,Monroe County,"73,263",
36,057,NY,Montgomery County,"61,463",
36,059,NY,Nassau County,"140,466",
36,061,NY,New York County,"100,869",
36,063,NY,Niagara County,"65,932",
36,065,NY,Oneida County,"61,566",
36,067,NY,Onondaga County,"74,388",
36,069,NY,Ontario County,"79,364",
36,071,NY,Orange County,"93,492",
36,073,NY,Orleans County,"65,156",
36,075,NY,Oswego County,"68,613",
36,077,NY,Otsego County,"63,863",
36,079,NY,Putnam County,"120,930",
36,081,NY,Queens County,"81,399",
36,083,NY,Rensselaer County,"82,846",
36,085,NY,Richmond County,"93,337",
36,087,NY,Rockland County,"105,923",
36,089,NY,St. Lawrence County,"57,832",
36,091,NY,Saratoga County,"94,394",
36,093,NY,Schenectady County,"74,791",
36,095,NY,Schoharie County,"63,768",
36,097,NY,Schuyler County,"65,210",
36,099,NY,Seneca County,"58,581",
36,101,NY,Steuben County,"64,261",
36,103,NY,Suffolk County,"123,219",
36,105,NY,Sullivan County,"68,063",
36,107,NY,Tioga County,"67,616",
36,109,NY,Tompkins County,"68,222",
36,111,NY,Ulster County,"84,593",
36,113,NY,Warren County,"73,115",
36,115,NY,Washington County,"71,396",
36,117,NY,Wayne County,"73,028",
36,119,NY,Westchester County,"114,020",
36,121,NY,Wyoming County,"70,775",
36,123,NY,Yates County,"66,155",
37,000,NC,North Carolina,"70,838",
37,001,NC,Alamance County,"66,395",
37,003,NC,Alexander County,"62,976",
37,005,NC,Alleghany County,"46,571",
37,007,NC,Anson County,"50,503",
37,009,NC,Ashe County,"54,589",
37,011,NC,Avery County,"55,922",
37,013,NC,Beaufort County,"55,960",
37,015,NC,Bertie County,"44,371",
37,017,NC,Bladen County,"49,661",
37,019,NC,Brunswick County,"76,797",
37,021,NC,Buncombe County,"71,218",
37,023,NC,Burke County,"55,616",
37,025,NC,Cabarrus County,"85,540",
37,027,NC,Caldwell County,"56,239",
37,029,NC,Camden County,"84,656",
37,031,NC,Carteret County,"76,397",
37,033,NC,Caswell County,"57,865",
37,035,NC,Catawba County,"65,898",
37,037,NC,Chatham County,"95,716",
37,039,NC,Cherokee County,"53,926",
37,041,NC,Chowan County,"60,808",
37,043,NC,Clay County,"53,229",
37,045,NC,Cleveland County,"61,411",
37,047,NC,Columbus County,"50,837",
37,049,NC,Craven County,"61,761",
37,051,NC,Cumberland County,"61,511",
37,053,NC,Currituck County,"86,047",
37,055,NC,Dare County,"79,646",
37,057,NC,Davidson County,"63,551",
37,059,NC,Davie County,"76,153",
37,061,NC,Duplin County,"52,947",
37,063,NC,Durham County,"81,413",
37,065,NC,Edgecombe County,"49,972",
37,067,NC,Forsyth County,"65,556",
37,069,NC,Franklin County,"70,898",
37,071,NC,Gaston County,"67,076",
37,073,NC,Gates County,"64,047",
37,075,NC,Graham County,"51,841",
37,077,NC,Granville County,"72,896",
37,079,NC,Greene County,"52,145",
37,081,NC,Guilford County,"65,890",
37,083,NC,Halifax County,"48,520",
37,085,NC,Harnett County,"70,074",
37,087,NC,Haywood County,"64,553",
37,089,NC,Henderson County,"63,765",
37,091,NC,Hertford County,"48,964",
37,093,NC,Hoke County,"60,257",
37,095,NC,Hyde County,"49,781",
37,097,NC,Iredell County,"84,335",
37,099,NC,Jackson County,"55,462",
37,101,NC,Johnston County,"79,666",
37,103,NC,Jones County,"53,001",
37,105,NC,Lee County,"62,680",
37,107,NC,Lenoir County,"51,601",
37,109,NC,Lincoln County,"79,109",
37,111,NC,McDowell County,"53,697",
37,113,NC,Macon County,"58,765",
37,115,NC,Madison County,"59,505",
37,117,NC,Martin County,"49,033",
37,119,NC,Mecklenburg County,"84,796",
37,121,NC,Mitchell County,"56,746",
37,123,NC,Montgomery County,"55,005",
37,125,NC,Moore County,"78,955",
37,127,NC,Nash County,"65,457",
37,129,NC,New Hanover County,"79,106",
37,131,NC,Northampton County,"44,182",
37,133,NC,Onslow County,"66,982",
37,135,NC,Orange County,"86,736",
37,137,NC,Pamlico County,"61,996",
37,139,NC,Pasquotank County,"59,463",
37,141,NC,Pender County,"72,161",
37,143,NC,Perquimans County,"61,157",
37,145,NC,Person County,"64,466",
37,147,NC,Pitt County,"60,268",
37,149,NC,Polk County,"59,012",
37,151,NC,Randolph County,"59,336",
37,153,NC,Richmond County,"50,242",
37,155,NC,Robeson County,"42,180",
37,157,NC,Rockingham County,"58,508",
37,159,NC,Rowan County,"65,139",
37,161,NC,Rutherford County,"50,714",
37,163,NC,Sampson County,"53,637",
37,165,NC,Scotland County,"45,604",
37,167,NC,Stanly County,"65,784",
37,169,NC,Stokes County,"61,374",
37,171,NC,Surry County,"58,211",
